CODI_LLAR 	CODI_PERSONA 	Sexe 	Edat 	T2_TREBALL 	T2_TREBALL_ABS 	T2_MOTIU_TREB 	T2_ACTIV_ESTABL 	T2_OCUP 	T2_HORES_TREB 	T2_JORNADA_PRIN 	T2_JORNADA_TIPUS 	T2_SIT_PROF 	T2_CONTRACTE 	T2_HORARI 	T2_VACANCES 	T2_VAC_ANY_LAB 	T2_VAC_ANY_NAT 	T2_VAC_MES_LAB 	T2_VAC_MES_NAT 	T2_INGRES_NET 	T2_TREBALL_SECUNDARI 	T2_H_TREBALL_SECU 	T2_INGRES_MES_SECU 	T2_CERCA_FEINA 	T2_COMEN_TREBALLAR 	T2_MESURES_TREBALLAR 	T2_MESURES1 	T2_MESURES2 	T2_MESURES3 	T2_MESURES4 	T2_MESURES5 	T2_MESURES6 	T2_MESURES7 	T2_MESURES8 	T3_SITUACIO_ACTIV 	T4_AJ_ALTRES1 	T4_AJ_ALTRES2 	T4_AJ_ALTRES3 	T4_AJ_ALTRES4 	T4_AJ_ALTRES5 	T4_AJ_ALTRES6 	T4_AJ_ALTRES7 	T4_AJ_ALTRES8 	T4_AJ_ALTRES9 	T4_AJ_ALTRES10 	T5_VOLUNTARIAT1 	T5_VOLUNTARIAT2 	T5_VOLUNTARIAT3 	T5_VOLUNTARIAT4 	T5_VOLUNTARIAT5 	T5_VOLUNTARIAT6 	T5_VOLUNTARIAT7 	T5_VOLUNTARIAT8 	T5_VOLUNTARIAT9 	T5_VOLUNTARIAT10 	T5_VOLUNTARIAT11 	T5_VOLUNTARIAT12 	T6_ESTUDI_ALT 	T6_PAIS_NAIX 	T6_NACIONALITAT 	T6_NACIONALITAT2 	T6_SALUT 	T6_ESTAT_CIVIL 	T6_VIVINT 	T6_FILL_VIUEN 	PES_INDIVIDUS_CALMAR
     6327 	          04 	   1 	  12 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                3 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            3 	           1 	              1 	                 	       1 	             1 	          	              	             1299739
     6328 	          01 	   6 	  37 	         1 	               	              	             84 	     31 	           35 	              1 	               1 	          6 	           1 	        6 	          1 	            30 	               	               	               	            9 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            9 	           1 	              1 	                 	       2 	             1 	        1 	            6 	             1234791
     6328 	          02 	   1 	  40 	         1 	               	              	             77 	     41 	           50 	              1 	               6 	          2 	             	          	            	               	               	               	               	           10 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            6 	           1 	              1 	                 	       2 	             1 	        1 	            6 	             1298361
     6329 	          01 	   1 	  60 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                4 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              1 	              6 	              6 	              6 	              6 	              6 	               1 	               6 	               6 	            6 	           1 	              1 	                 	       1 	             4 	        1 	            6 	             1205183
     6334 	          01 	   6 	  49 	         1 	               	              	             86 	     51 	              	              1 	               1 	          6 	           1 	        6 	          1 	            30 	               	               	               	            5 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            7 	           1 	              1 	                 	       1 	             2 	        1 	            6 	             1212078
     6334 	          02 	   1 	  55 	         1 	               	              	             84 	     52 	           40 	              1 	               1 	          6 	           1 	        6 	          1 	            31 	               	               	               	           10 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            5 	           1 	              1 	                 	       3 	             2 	        1 	            6 	             1205183
     6334 	          03 	   6 	  79 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                4 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            1 	           1 	              1 	                 	       4 	             3 	        6 	            6 	             1597897
     6336 	          01 	   6 	  73 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                4 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            2 	           1 	              1 	                 	       2 	             2 	        1 	            6 	             1597897
     6336 	          02 	   1 	  75 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                4 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            3 	           1 	              1 	                 	       3 	             2 	        1 	            6 	             1561486
     6337 	          01 	   6 	  37 	         1 	               	              	             47 	     77 	           16 	              6 	               1 	          2 	             	          	            	               	               	               	               	           98 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       4 	             2 	        1 	            6 	             1234791
     6337 	          02 	   1 	  30 	         1 	               	              	             47 	     90 	           40 	              1 	               1 	          2 	             	          	            	               	               	               	               	           98 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            6 	           1 	              1 	                 	       1 	             2 	        1 	            6 	             1298361
     6337 	          03 	   6 	  12 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                3 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            3 	           1 	              1 	                 	       1 	             1 	          	              	             1086745
     6339 	          01 	   6 	  42 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             1 	                 1 	                   1 	          1 	          6 	          1 	          1 	          1 	          6 	          6 	          6 	                2 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       2 	             2 	        1 	            6 	             1234791
     6339 	          02 	   1 	  49 	         1 	               	              	             49 	     86 	           70 	              1 	               1 	          2 	             	          	            	               	               	               	               	           98 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       2 	             2 	        1 	            6 	             1205183
     6339 	          03 	   1 	  20 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             1 	                 1 	                   1 	          1 	          6 	          1 	          1 	          1 	          6 	          6 	          6 	                2 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            6 	           1 	              1 	                 	       1 	             1 	        6 	            6 	             1299739
     6339 	          04 	   1 	  10 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                3 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            3 	           1 	              1 	                 	       1 	             1 	          	              	             1299739
     6341 	          01 	   1 	  65 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                4 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            8 	           1 	              1 	                 	       1 	             4 	        1 	            6 	             1561486
     6345 	          01 	   6 	  36 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             1 	                 1 	                   1 	          1 	          1 	          1 	          1 	          1 	          1 	          6 	          6 	                2 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            7 	           1 	              1 	                 	       2 	             2 	        6 	            6 	             1234791
     6347 	          01 	   6 	  80 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       5 	             3 	        6 	            6 	              650069
     6353 	          01 	   1 	  65 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                9 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            1 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            5 	           1 	              1 	                 	       2 	             2 	        1 	            6 	              696166
     6353 	          02 	   6 	  67 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                9 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            1 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	                	               6 	               6 	               6 	            5 	           1 	              1 	                 	       1 	             2 	        1 	            6 	              650069
     6355 	          01 	   1 	  69 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                4 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            1 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       2 	             2 	        1 	            6 	              696166
     6355 	          02 	   6 	  64 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                4 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            1 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       2 	             2 	        1 	            6 	              625648
     6357 	          01 	   6 	  73 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                4 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            1 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       3 	             3 	        6 	            6 	              650069
     6359 	          01 	   1 	  59 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             1 	                 6 	                   6 	            	            	            	            	            	            	            	            	                2 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              1 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       4 	             2 	        1 	            6 	              586541
     6359 	          02 	   6 	  61 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                5 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            1 	            6 	             6 	              6 	              6 	              1 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       3 	             2 	        1 	            6 	              625648
     6360 	          01 	   6 	  58 	         1 	               	              	             65 	     14 	           40 	              1 	               1 	          1 	             	          	            	               	               	               	               	           10 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            1 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       1 	             2 	        1 	            6 	              625648
     6360 	          02 	   1 	  61 	         1 	               	              	             28 	     30 	           40 	              1 	               6 	          5 	           1 	        6 	          1 	               	            30 	               	               	           10 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            8 	           1 	              1 	                 	       1 	             2 	        1 	            6 	              586541
     6362 	          01 	   6 	  43 	         1 	               	              	             21 	     11 	           40 	              1 	               6 	          5 	           1 	        1 	          1 	               	            30 	               	               	           10 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            1 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            9 	           1 	              1 	                 	       2 	             1 	        6 	            6 	              813075
     6365 	          01 	   1 	  76 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                4 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               1 	               6 	               6 	            4 	           1 	              1 	                 	       2 	             3 	        6 	            6 	              696166
     6366 	          02 	   6 	  40 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                9 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            2 	           3 	              3 	                 	       1 	             2 	        1 	            6 	             1426724
     6366 	          03 	   6 	  11 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                9 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            1 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            2 	           3 	              3 	                 	       1 	             1 	        6 	            6 	             1476610
     6367 	          01 	   1 	  52 	         1 	               	              	             22 	     83 	           40 	              1 	               1 	          5 	           1 	        6 	          1 	               	            30 	               	               	            5 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       1 	             2 	        1 	            6 	              586541
     6367 	          02 	   6 	  54 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                4 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       1 	             2 	        1 	            6 	              625648
     6368 	          01 	   1 	  55 	         1 	               	              	             43 	     72 	           50 	              1 	               6 	          2 	             	          	            	               	               	               	               	            9 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            1 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       2 	             2 	        1 	            6 	              586541
     6368 	          02 	   6 	  52 	         6 	             1 	            1 	             56 	     50 	           25 	              6 	               1 	          5 	           1 	        6 	          1 	               	            60 	               	               	            2 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            1 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              1 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       2 	             2 	        1 	            6 	              625648
     6368 	          03 	   1 	  21 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             1 	                 1 	                   1 	          1 	          1 	          1 	          1 	          1 	          6 	          6 	          6 	                2 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            3 	           1 	              1 	                 	       1 	             1 	        6 	            6 	              666676
     6368 	          04 	   1 	  16 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                3 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            1 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            3 	           1 	              1 	                 	       1 	             1 	        6 	            6 	              666676
     6371 	          01 	   1 	  36 	         1 	               	              	             10 	     78 	           50 	              1 	               1 	          5 	           6 	        6 	          1 	               	            30 	               	               	            6 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           3 	              3 	                 	       1 	             2 	        1 	            6 	             1850115
     6371 	          02 	   6 	  35 	         1 	               	              	             96 	     51 	           50 	              1 	               6 	          7 	           6 	        1 	          6 	               	               	               	               	           99 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           3 	              3 	                 	       1 	             2 	        1 	            6 	             1426724
     6371 	          04 	   6 	  12 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                3 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            3 	           3 	              3 	                 	       1 	             1 	        6 	            6 	             1476610
     6374 	          01 	   1 	  38 	         1 	               	              	             10 	     78 	           55 	              1 	               1 	          2 	             	          	            	               	               	               	               	            6 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            1 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           3 	              3 	                 	       3 	             2 	        1 	            6 	             1850115
     6376 	          01 	   1 	  42 	         1 	               	              	             41 	     72 	           55 	              1 	               6 	          5 	           1 	        1 	          1 	               	            30 	               	               	            8 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       2 	             2 	        1 	            6 	              918817
     6376 	          02 	   6 	  40 	         1 	               	              	             97 	     91 	           12 	              6 	               6 	          5 	           6 	        6 	          6 	               	               	               	               	            1 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       2 	             2 	        1 	            6 	              813075
